ArticleID,SentenceID,StrLabel,Label,Anchor,Publisher
91787,874157,Liberal,1,And I think part of what the McMichaels were trying to leverage was what their defense attorneys were trying to allege that the mere presence the mere physical body of Ahmaud Arbery as a Black person just running through the street should pose a big enough threat to justify their use of force,Washington post
54759,677550,Conservative,0,But Arberys family objected to a provision that sought to transfer Travis McMichael immediately to federal custody from state prison,Houston Chronicle
95397,513713,Liberal,1,Richards acknowledged to CNN that he told his client about his discomfort with Carlson’s film crew being around and becoming what Cuomo called an agent of animus,Washington post
36329,710324,Conservative,0,Barnhill of the Waycross Judicial Circuit the district attorney who replaced Johnson later stepped aside because his son worked for Johnson,Houston Chronicle
29239,153269,Conservative,0,However several mainstream media outlets including CNN portrayed the incident with Sandmann and the other teens as being racially charged before it was discovered by additional footage that a group of Black Hebrew Israelites had provoked the confrontation,Fox
77727,513723,Liberal,1,An advocate for armed citizens’ groups though not actually a gun owner himself Harris had been at plenty of assemblies where military-style hardware was ostentatiously carried,NY Times
84748,874171,Liberal,1,They shot and killed him -- not because hes a threat to them but because he wouldnt stop and talk to them,Los Angles
25683,972479,Conservative,0,Rubin said the men had the right to detain Arbery under an  state law which was largely repealed with bipartisan support after outrage over the slaying,Fox
77727,546502,Liberal,1,com Clarke criticized the guerrilla-type warfare tactics of the Democrat Party and the American left and the Republican elites who were ill-equipped to fight them in this new age of political warfare,NY Times
59733,874188,Liberal,1,The alleged rash of burglariesGregory McMichael told Glynn County police that Arbery was suspected in several break-ins but no such string of crimes was reported in the weeks before the shooting,CNN
93920,939731,Liberal,1,Kyle Rittenhouse testified Wednesday that he was under attack when he killed two men and wounded a third with his rifle during a chaotic night of protests in Kenosha saying I didnt do anything wrong,Los Angles
25568,775892,Conservative,0,Because how can America ever get over hate if we dont confront itBarry Paschal a spokesperson for the US attorneys office for the Southern District of Georgia said Justice Department guidelines prevent officials from discussing anything related to pleas,Houston Chronicle
31865,841432,Liberal,1,These are shoot-first policies that bring with them all the bias all of the fear of the shooter said Nick Suplina managing director for law and policy at the nonprofit Everytown for Gun Safety,Washington post
43471,546520,Conservative,0,He was among many armed people who went to Kenosha in response to footage of property destruction that was circulating widely on television and online,Houston Chronicle
35460,710364,Liberal,1,Just before Friday’s hearing Lee Merritt an attorney for Cooper-Jones told reporters that prosecutors approached Arbery’s mother to ask whether she would consider a plea deal involving  years’ imprisonment for the federal charges,Washington post
35971,349916,Liberal,1,The prosecution protested but the judge said defense attorneys were able to give race-neutral reasons for their choices — leaving a panel notably less diverse than the community,Washington post
28016,906978,Liberal,1,Dunikoski said the video showed Travis McMichael pointing the shotgun at Mr Arbery as he ran toward the McMichaels’ truck,NY Times
31875,546535,Liberal,1,On the local ballot Jackie Johnson the first district attorney called in when Arbery was fatally shot while jogging just a short drive away,Washington post
60689,382697,Liberal,1,And the trial itself was punctuated by jarring moments On a  call played as evidence the nature of the emergency being described by one of the accused as a Black man running down the street,Los Angles
56405,481003,Conservative,0,Greg McMichael wipes his eyes during a recess in the testimony of his son Travis McMichael during their trial and trial of their neighbor William Roddie Bryan at the Glynn County Courthouse Wednesday Nov   in Brunswick Georgia,Fox
51762,808684,Conservative,0,Representative Carolyn Bourdeaux D-Ga accused Rittenhouse of seeking out violence and called for a re-examination of the nations self-defense laws,Fox
31886,677616,Liberal,1,But especially in a politically charged case like this the appearance of justice is nearly as important as justice itself,Washington post
52628,841457,Liberal,1,But in the end several allegations of racism were not introduced to the nearly all-white jury either for strategic reasons or because of hurdles presented by the rules of evidence,NY Times
82921,874233,Conservative,0,Attorneys Lin Wood and John Pierce who represented Rittenhouse in the early days of the case formed the foundation to raise money for him,Chicago Tribune
49852,251645,Conservative,0,Kyle Rittenhouse judge stops proceedings fumes about media criticism »I’ve talked quite a bit about public confidence in the outcome of the trial Schroeder said,Chicago Tribune
36556,448255,Conservative,0,The slothfulness and inaction of the judicial system in this case is a gross testament to the blatant white racial privileges that permeates throughout our country and our institutions,Chicago Tribune
24539,808704,Conservative,0,Such laws can be badly misused by those who believe their higher social status gives them authority over someone they perceive as having lower status,Houston Chronicle
67928,612096,Liberal,1,The McMichaels each face an additional charge of using carrying brandishing and discharging a firearm during and in relation to a crime of violence,CNN
45256,546567,Conservative,0,The McMichaels remain jailed in Glynn County waiting for a preliminary court hearing and for a judge to decide whether to free them on bond pending trial,Chicago Tribune
71336,415498,Conservative,0,Fact-checking Kyle Rittenhouse’s testimony in Kenosha murder trial »Ziminski who faces a felony arson charge related to a fire set during the unrest told the Tribune he fired two rounds into the air though only one shot was captured on highly publicized video,Chicago Tribune
20813,153357,Liberal,1,When Travis McMichael Gregory McMichael and William Bryan Jr were found guilty of murdering Ahmaud Arbery on Wednesday I felt like I could finally exhale,CNN
46814,382734,Conservative,0,At a hearing Friday Superior Court Judge Timothy Walmsley sentenced both McMichaels to life in prison with no chance of parole,Chicago Tribune
95403,153369,Conservative,0,At one point a group on the courthouse steps chanted Black Lives Matter while a man on a bullhorn needled them about Rosenbaum one of the men Rittenhouse killed being a convicted sex offender,Chicago Tribune
87595,513820,Conservative,0,Kyle Rittenhouse who a Wisconsin jury found not guilty on all five charges last week to conclude a high-profile murder trial that polarized the nation sat down with Tucker Carlson for his exclusive first interview following his acquittal,Fox
19785,284450,Liberal,1,Moretti said he drew his firearm on Rittenhouse while another officer deployed pepper spray to deter him from further approaching their vehicle,CNN
72633,808748,Conservative,0,Shes found people are fascinated by true crime for a myriad of reasons including trying to better protect themselves from potential violence and a desire to see justice served,Houston Chronicle
76034,743214,Liberal,1,Ravipudi took the stage next and told Valentinas parents that as a son of immigrants he understood how hard it was for them to sacrifice so much and work so hard to provide a better life for their daughter,Los Angles
39379,153391,Conservative,0,Judge Bruce Schroeder said both sides will deliver their closing arguments on Monday and after that Rittenhouses fate will be placed in the hands of a dozen jurors selected from Kenosha County,Houston Chronicle
54955,251701,Conservative,0,Assistant District Attorney Thomas Binger is admonished by Circuit Judge Bruce Schroeder during Kyle Rittenhouses trial at the Kenosha County Courthouse on Nov,Chicago Tribune
31886,710454,Liberal,1,Judges in criminal trials are often called on to balance difficult issues What terms are fair commentary and what are prejudicial What evidence of prior behavior is relevant and what is too inflammatory to allowAs a former prosecutor — and a Black man — I understand the precarious position of any accused person ensnared in the US criminal legal system,Washington post
71705,677687,Liberal,1,For proof one need only look to Brunswick Ga where the killers of Ahmaud Arbery an unarmed Black jogger are on trial for murder — also claiming they were acting as guardians of their community and also claiming they acted in self-defense,Washington post
82921,513849,Conservative,0,He shot Huber after Huber swung a skateboard at his head and Grosskreutz after Grosskreutz ran up to him holding a pistol,Chicago Tribune
56458,612153,Liberal,1,Today I am praying that we will end this epidemic of senseless gun violence in America and one day no parent will ever have to go through that pain,Washington post
23951,120636,Liberal,1,On one hand we are hopeful that the outcome will end in a verdict that says all three men are guilty said John Perry III a local pastor,NY Times
55236,808767,Conservative,0,He picked up a rifle that Dominick Black a friend in Kenosha had purchased for him since the teenager was too young to legally buy it,Houston Chronicle
83585,350019,Liberal,1,Jason Sheffield who represents Travis McMichael requested Wednesday that the judge prevent prosecutors from asking the accused if he uttered an expletive over Arbery’s body apparently referencing Bryan’s statement to investigators that McMichael called Arbery the n-word and used a curse word,Washington post
68970,939843,Liberal,1,The defense teams have repeatedly tried to present Arbery as a criminal and insisted that even if he didnt steal anything Arbery was committing burglary because he entered the under-construction home illegally,CNN
86615,513861,Conservative,0,When we see things in a White and Black manner then everything is not always the way we see it,Fox
31898,382791,Liberal,1,Trump has in effect aligned his movement squarely with the second strain Rittenhouse’s conduct should never have been subjected to scrutiny by a jury of his peers in the first place Rittenhouse is the one who meted out justice his killing in a highly confusing situation should properly have been placed all along outside the procedural realm we describe as the rule of law,Washington post
20813,317257,Liberal,1,At the time I lived in East Atlanta about four hours away from Brunswick Georgia where Arbery was jogging when he was chased by three White men and fatally shot,CNN
66385,972619,Liberal,1,The day began with continued testimony from an agent who interviewed Bryan on two occasions more than two months after the shooting,CNN
75948,644961,Conservative,0,In the photographs Rittenhouse is wearing a T-shirt with Free as expletive printed on it which the prosecution unsuccessfully argued spoke to his lack of remorse,Chicago Tribune
33096,513889,Liberal,1,Its not going to be able to pull that trigger without a working bicep muscle and its not a voluntary thing,CNN
40898,677732,Conservative,0,Governor Greg Abbott celebrates Kyle Rittenhouse acquittal ‘NOT GUILTY’Kyle Rittenhouse puts his hand over his face after he is found not guilt on all counts at the Kenosha County Courthouse in Kenosha Wisconsin on Friday,Houston Chronicle
59592,644968,Conservative,0,People come for the community and stay for the challenge or people come for the challenge and stay for the community,Chicago Tribune
39225,644975,Liberal,1,Krueger commanded Rittenhouse to keep away and stay back from the car but Rittenhouse kept walking toward police he testified,CNN
39263,644979,Liberal,1,But Cooper-Jones said in a lengthy Facebook post earlier this month that while she had initially agreed to the social media page as a memorial -- and appreciated its original intentions -- she now sees it as more like a business opportunity for its staff rather than getting justice for my son,CNN
45652,841588,Conservative,0,In Glynn County where Arbery was fatally shot and the trial is being held Black people account for nearly  of the population of  according to the US Census Bureau,Fox
91462,612212,Liberal,1,In response Rittenhouses attorney Richards pointed to Rosenbaum as the aggressor saying he threatened to kill Rittenhouse and chased after the teenager,CNN
77727,710524,Liberal,1,He was angry however when the same people did not show up for the Back the Blue rally in support of law enforcement several weeks later in Civic Center Park the tree-lined plaza downtown that is Kenosha’s main public gathering place,NY Times
29812,382860,Liberal,1,Wanda Cooper Jones joins a sorority no woman wants any part ofSupporters of Ahmaud Arbery who was fatally shot in February protest on Friday outside the Glynn County courthouse in Brunswick Ga Dustin ChambersReutersJust in time for Mother’s Day Wanda Cooper-Jones had joined a sorority no woman wants any part of,Washington post
92125,841612,Conservative,0,The McMichaels and a third man William Roddie Bryan were all sentenced to life in prison in early January for -year-old Arberys murder in coastal Georgia,Houston Chronicle
66510,645006,Conservative,0,They could however be called arsonists or looters in closing arguments if there was evidence that showed them participating in those acts,Houston Chronicle
87375,481171,Liberal,1,Racial aspects have not gone unnoticedRace has been a noticeable factor surrounding the case with three White men standing accused in the death of the Black jogger,CNN
77727,907156,Liberal,1,A third replied DittoThe Guard event boosted by a write-up by Kristan Harris on the website of The Rundown Live that was recirculated by Infowars reached  R,NY Times
83683,776085,Liberal,1,A few months later thousands watched as he streamed footage from the Wisconsin streets where Kyle Rittenhouse shot three people,Los Angles
30387,776086,Conservative,0,Telling jurors Rittenhouse has shown no remorse Binger warned against falling for claims the teen’s youth and inexperience played into his panicked mindset,Chicago Tribune
29854,284574,Liberal,1,This saga disproves the old saw that the only way to stop a bad guy with a gun is a good guy with a gun,Washington post
73580,219038,Liberal,1,He said he went in his home to retrieve his firearm and phone called the non-emergency police line and when he went back outside he could see Arbery in the under-construction home but could not see what he was doing,CNN
54977,186271,Conservative,0,She has previously insisted she did nothing wrong saying she immediately recused herself from the case because Greg McMichael was a former employee,Chicago Tribune
63062,874401,Conservative,0,This combination of booking photos provided by the Glynn County Ga Detention Center shows from left Travis McMichael his father Gregory McMichael and William Roddie Bryan Jr Glynn County Detention Center via AP File Glynn County Detention Center via AP FileOn a Sunday afternoon after spotting Arbery  run by their house the McMichaels grabbed their guns and pursued him in their white pickup truck for five minutes,Fox
64146,645025,Liberal,1,As protests gripped Kenosha in the wake of the police shooting of Jacob Blake last August Rittenhouse then  took his illegally obtained AR- and traveled to the city from his home in Illinois,Washington post
97511,612256,Liberal,1,The prosecutor said that it is not known exactly what words were said but it is clear that Rittenhouse started a confrontation that led Joseph Rosenbaum to begin chasing Rittenhouse across a parking lot,Los Angles
76349,481182,Conservative,0,Did Barnhill knowingly inject a poison pill into the investigation If so why Was he trying to sabotage any future prosecutionThese are legitimate questions that Barnhill will be called on to answer,Fox
69817,219045,Conservative,0,Photo by Sean Krajacic - PoolGetty Images Pool  Getty ImagesAgain Jerry Davich shows his arrogant hatred of freedom he wrote numerous times in his exhaustive rebuttal,Chicago Tribune
45229,808875,Liberal,1,People that I talk to that lives in Kenosha all their lives told me Judge Schroeder is a very fair judge and doesn’t allow no nonsense in his courtroom she said,Washington post
18065,645039,Liberal,1,Wisconsin law according to legal experts is very favorable to a defendant claiming self-defense the prosecution has to affirmatively disprove self-defense beyond any reasonable doubt,Washington post
76876,874416,Conservative,0,Glynn County court officials mailed jury-duty notices to  people expecting a potentially slow process to vet potential jurors in a community where graphic video of the shooting dominated news coverage and swamped social media feeds,Fox
21173,382898,Conservative,0,The filing also argued that extradition would violate his Fourth Amendment right against unreasonable search or seizure contending that the video shows without a shadow of a doubt he shot in self-defense,Chicago Tribune
29416,710581,Liberal,1,Branden FrankelArcadiaCan someone please send me the updated version of the ConstitutionMy copy doesnt have the new language saying a -year old with an assault rifle can decide who loses their st Amendment rights of speech and assembly and along with those their lives,Los Angles
83585,513982,Liberal,1,They did not know that Arbery had just been in the under-construction home but Travis McMichael said he suspected another break-in when a neighbor waved in the running stranger’s direction,Washington post
53634,448453,Liberal,1,The case highlights what activists in the Black Lives Matter movement said they see as the continued struggle to create systemic change,NY Times
44438,513996,Liberal,1,In his view Mr Moore said the McMichaels appeared to be the aggressors and such aggressors were not justified in using force under Georgia’s self-defense laws,NY Times
47399,677842,Liberal,1,Mr Arbery’s fourth visit to the property — in which he never seemed to do more than walk around — occurred on the night of Feb,NY Times
68970,415704,Liberal,1,Bryan prosecutors allege saw the chase and -- not knowing what was happening -- got in his truck and joined the pursuit at one point striking Arbery with his vehicle,CNN
71336,939994,Conservative,0,Wendy Rittenhouse showed a range of emotion as she spoke about many topics including her sons life as well as the night he shot three people in Kenosha Wisconsin,Chicago Tribune
86084,546784,Conservative,0,Travis McMichael  his father Gregory McMichael  and their neighbor William Roddie Bryan  all faced nine criminal counts in the Georgia state court one count of malice murder four counts of felony murder two counts of aggravated assault one count of false imprisonment and one count of criminal attempt to commit a felony,Fox
36244,546788,Liberal,1,In a June  hearing a Georgia state criminal investigator testified that Mr Bryan said he heard Travis McMichael use a racist epithet soon after firing his shotgun,NY Times
91439,284649,Liberal,1,The judge who has expressed his unfamiliarity with technology issues this trial said that he would like to get somebody to explain this,CNN
39263,677872,Liberal,1,Currently two of our team members are on the registration for the trademark and our intention is to still provide Mr Arbery with something that we feel would honor the legacy of his son the statement said,CNN
52628,841715,Liberal,1,ATLANTA -- A Georgia judge on Friday sentenced both Travis McMichael the man who fatally shot Ahmaud Arbery and his father to life in prison without the possibility of parole but issued a lesser sentence of life with the possibility of parole to the other white man convicted of murdering Mr Arbery a -year-old Black man whom they had chased through their neighborhood,NY Times
56458,186357,Liberal,1,The verdict comes just days after a Wisconsin jury acquitted -year-old Kyle Rittenhouse on charges related to his fatal shooting of two White men and wounding of another in Kenosha during chaotic protests of a White police officer shooting a Black man Jacob Blake,Washington post
85711,415735,Conservative,0,Arbery’s death has often been invoked during protests against racial injustice that have broken out across the nation since George Floyd’s death under a white Minneapolis police officer’s knee,Chicago Tribune
20930,481276,Conservative,0,But I think the rest of this joke as it were suggests some sort of racial bias which I think comes into play,Houston Chronicle
42172,382978,Conservative,0,Rittenhouse responded that he did not prompting Binger to ask But yet you have previously indicated that you wished you had your AR- rifle to protect someone else’s property correctDefense attorney Mark Richards furiously objected accusing the prosecution of trying to provoke a mistrial or forgetting basic rulings regarding pretrial motions,Chicago Tribune
38299,186371,Liberal,1,Throughout the first week of the trial Mr Rittenhouse has sat next to his lawyers yawning fidgeting and watching the jury and witnesses intently,NY Times
89225,186386,Liberal,1,We are experiencing political violence right now in the form of continued police killings of unarmed Black Americans acts of violence committed by right-wing groups such as Boogaloo Bois two of its members were arrested Friday for allegedly conspiring and attempting to become ‘assets’ to a foreign terrorist organization namely Hamas and the appearance of White militia groups whose members have attacked protesters,Washington post
79793,186387,Liberal,1,Before Kyle Rittenhouse’s Murder Trial a Debate Over Terms Like ‘Victim’Legal experts said the term victim could appear prejudicial during self-defense cases,NY Times
63923,940051,Liberal,1,It was really bad judgment to tell a joke of that nature Judge Schroeder told him and thanked him for his service,NY Times
81447,841747,Conservative,0,The McMichaels armed themselves and pursued Arbery in one pickup truck while Bryan joined the chase in another and recorded video of Travis McMichael blasting Arbery with a shotgun,Chicago Tribune
88684,350247,Liberal,1,One defense lawyer Laura Hogue even went so far as to tell the jury that Arbery had long dirty toenails,Washington post
45045,153641,Liberal,1,The prosecutor also pressed McMichael on why he didnt include some details of his testimony Wednesday in his written statement to police,Los Angles
66385,383028,Liberal,1,Neighbor sought to find unknown trespasserThe confrontation between the McMichaels and Arbery on the day of the shooting came minutes after a neighbor called police to say Arbery was at homeowner Larry English Jrs property that afternoon,CNN
36556,743478,Conservative,0,Arbery’s killing reminds some of Emmett Till a black teen from Chicago who was kidnapped in  in Mississippi lynched and dumped in a river after he was falsely accused of whistling at a white woman,Chicago Tribune
19785,317495,Liberal,1,War zoneIn other testimony Friday Officer Pep Moretti with the Kenosha Police Department described the chaotic scene unfolding when responding to the shootings that night,CNN
10964,120897,Conservative,0,The last one sent shortly before noon indicated jurors hadn’t made a decision on the fatal shooting of Joseph Rosenbaum the first man killed by Rittenhouse,Chicago Tribune
38458,809034,Conservative,0,In this extraordinary time the thought of political division seems unthinkable and yet we see it either in politicians fighting over our response to the virus or in relation to issues involving presidential candidates,Fox
19785,874579,Liberal,1,acting very belligerently he had asked very bluntly to shoot him but that he did not consider the man to be a threat,CNN
44438,383063,Liberal,1,What were the main arguments at the trialIn her closing statement the lead prosecutor Linda Dunikoski said the defendants had launched an attack on Mr Arbery because he was a Black man running down the street,NY Times
29812,350303,Liberal,1,Movement activists will come bearing food and invitations to speak at rallies to protest gun violence and to boldly confront America’s festering racial wounds,Washington post
85446,153696,Conservative,0,Richards forced Racine prosecutors in  to drop first-degree intentional homicide charges against Kurtis King who was accused of strangling his cellmate at the Racine Correctional Institution after raising questions about the guards credibility,Houston Chronicle
77727,219239,Liberal,1,In our conversations he often seemed to be previewing Rittenhouse’s lawyers’ defense Rittenhouse’s decision to go to Kenosha with a gun was an act of teenage knuckleheadedness derived not from political extremism but from a misguided desire to serve the community and he acted understandably and legally if regrettably in undeniably chaotic circumstances,NY Times
38161,186475,Liberal,1,After the Civil War there was an opportunity for this country to try to be the things it said it was,Los Angles
58763,841836,Liberal,1,He did not see Mr Arbery jog past on that February afternoon but he said he was not surprised that his white neighbors would eventually take note of Mr Arbery’s presence,NY Times
39835,743535,Liberal,1,The episode was captured on cellphone video and came only months after the killing of George Floyd in Minneapolis set off protests nationally about police abuse of Black Americans,NY Times
27494,383090,Liberal,1,Tom Durden Atlantic Judicial Circuit district attorney became the third prosecutor when Georgia Attorney General Chris Carrs office transferred the case to him,CNN
80239,317556,Liberal,1,According to a pool reporter present Arberys mother Wanda Cooper-Jones put her head in her hands and wept as the video was shown,CNN
43275,645241,Liberal,1,In fact Cullors did not purchase the properties with funds from the BLM Global Network which reported she had received only a total of  since the groups inception in  and nothing after,Los Angles
38299,514172,Liberal,1,I remember his hand on the barrel of my gun he testified at one point after the judge called a recess to allow Mr Rittenhouse — whose mother was also weeping audibly from her row in the courtroom gallery — to compose himself enough to speak,NY Times
89329,645246,Liberal,1,Prosecutors say the former police youth cadet who liked to play video shooting games was taking those fantasies to the streets,Los Angles
35208,415876,Liberal,1,Hogue a lawyer for one of the defendants said that Mr Arbery who had been spotted several times on security camera footage at a partially constructed home in the neighborhood had become a recurring nighttime intruder — and that is frightening and unsettling,NY Times
24982,743563,Liberal,1,The Brunswick News citing documents obtained through a public records request reported that there had been just one burglary in the neighborhood since January the theft of a handgun from an unlocked truck parked outside Travis McMichael’s house,NY Times
81380,120976,Liberal,1,•	On the evening of the shootings Mr Rittenhouse was armed with a military-style semiautomatic rifle and joined a group of armed men who said they were there to protect businesses,NY Times
39263,579736,Liberal,1,A spokesperson for GoFundMe told CNN that beneficiaries could deactivate a campaign either by requesting the organizer do so or by contacting GoFundMe,CNN
51762,776344,Conservative,0,The American Civil Liberties Union ACLU also bemoaned Rittenhouse crossing state lines and said he made a conscious decision to take the lives of two people protesting the shooting of Jacob Blake by police which was not an accurate assessment of the shooting incidents,Fox
54955,186528,Conservative,0,Rittenhouse then  fatally shot Joseph Rosenbaum and Anthony Huber and wounded Gaige Grosskreutz while ostensibly guarding a used car lot and providing first aid services amid Kenosha’s August  unrest surrounding the shooting of Jacob Blake a Black man by a white police officer,Chicago Tribune
66950,710822,Liberal,1,I would want this city to stand together to help me find justice for mine if that happened to me so there’s unity in that and there’s a lot of white people who are with us in that said Larry E,NY Times
55236,252076,Conservative,0,Rusten Sheskey a White police officer was filmed shooting Blake a Black man seven times and the incident set off peaceful protests and then bursts of rioting and property damage,Houston Chronicle
16391,317616,Liberal,1,Community leaders in Brunswick have emphasized that Arbery’s death last year sparked protests and new energy around local politics — not violence,Washington post
80310,448690,Conservative,0,Johnson noted that the fund gave him  to put toward Rittenhouses bail and is entitled to every dollar Pierce used to cover Rittenhouses bond,Houston Chronicle
23199,579767,Liberal,1,Schroeder asked prosecutors whether they wanted to bring out Rittenhouse’s weapon to measure it one last time but they declined,Washington post
63288,579770,Conservative,0,Students making the demands also want the administration to redirect funding from the Arizona State University Police Department to the multicultural center and they are demanding the establishment of a care center on campus,Fox
83585,153786,Liberal,1,Arbery’s killing went without arrests for more than two months until Bryan’s leaked cellphone video of the shooting sparked widespread outrage,Washington post
24631,350402,Conservative,0,But despite the racial tinge of the coverage the key players — Rittenhouse and the three people he shot — were all White,Fox
49712,678084,Conservative,0,The move comes two months after the -year-old from Illinois was acquitted on all charges of killing two men and wounding another during unrest in Kenosha Wisconsin on Aug,Fox
43802,317641,Liberal,1,The McMichaels and Bryan acted on assumptions and rumors and had no justification for hunting Arbery down and trapping him between two pickup trucks she said,Los Angles
68970,514253,Liberal,1,Compounding the McMichaels worries was that a few weeks before the Arbery shooting Travis McMichael encountered a man in the neighborhood who ducked into the shadows behind a house and when Travis McMichael splashed his headlights on the man the man pulled up his shirt and reached into his pants,CNN
23199,415951,Liberal,1,He recounted Rittenhouse’s testimony that he decided on an AR- because it looked cool and ridiculed his statement that a bullet is a bullet,Washington post
11220,153808,Conservative,0,Later amid the tumult Rittenhouse managed to get past a police line with his weapon slung over his shoulder and was not arrested that night,Houston Chronicle
61559,743633,Liberal,1,The citizen’s arrest theory of the defense involves Greg McMichael’s claim that Arbery resembled a man captured earlier by a security camera walking suspiciously through a house under construction,Washington post
67317,448724,Liberal,1,And on Thursday he banned MSNBC from his courtroom because someone who ran a red light Wednesday apparently while following a van carrying jurors was connected with the network,Los Angles
71336,940244,Conservative,0,The rifle used in the Kenosha shooting was seized from the trunk of his friends car hours after the shooting according to police reports,Chicago Tribune
64705,776417,Conservative,0,Even the prosecution’s biggest supporters acknowledged the state’s case occasionally fell flat as some of its own witnesses seemingly backed up the self-defense claims,Chicago Tribune
95397,383205,Liberal,1,In a clip that aired Friday night a smiling Rittenhouse told the film crew he was relieved to be acquitted more than a year after he fatally shot two people and wounded a third amid unrest over a police shooting in Kenosha WisconsinThe jury reached the correct verdict Rittenhouse said,Washington post
82168,350438,Liberal,1,And in  unrest flooded the city when an officer killed a Black man fleeing a traffic stop and holding a gun,Los Angles
66510,383209,Conservative,0,The defense is not obligated to even mount its own case and can instead try to poke holes in the prosecutions argument through cross-examination,Houston Chronicle
68970,186601,Liberal,1,If the prosecution is correct that the McMichaels were vigilantes and harbored some ill will towards Mr Arbery then what difference does it make whether Roddie Bryan is there or not he asked,CNN
31865,547051,Liberal,1,Greg McMichael his son Travis McMichael and their neighbor William Roddie Bryan have pleaded not guilty to charges including murder aggravated assault and false imprisonment as well as federal hate crime charges for which they will be tried next year,Washington post
35971,809202,Liberal,1,If this was a case about wanting to murder a Black jogger … Travis would not have reacted the way he reacted he said,Washington post
56458,448758,Liberal,1,We have a lot more battles to fight but this was an important battle today — this has proven our children know their value,Washington post
45229,678135,Liberal,1,I hope the Asian food isn’t coming … isn’t on one of those boats from Long Beach Harbor he said,Washington post
52628,284921,Liberal,1,Judge Walmsleys decision in the same Brunswick Ga courtroom where the racially charged trial unfolded marked a dramatic moment in a saga that engulfed a small coastal community and then a nation,NY Times
80564,350458,Conservative,0,I didn’t know what militia was until after the fact until November  when I was watching some of the interviews he did,Chicago Tribune
43275,710907,Liberal,1,Black Lives Matter began as a rallying cry on July   after a Florida jury acquitted George Zimmerman in the killing of -year-old Trayvon Martin,Los Angles
17855,579851,Liberal,1,The confluence of events leading to the deaths of two protesters in Kenosha Wisconsin was a disaster waiting to happen,NY Times
44790,252172,Liberal,1,But Lackowski who was called as a witness by the prosecution said he considered Rosenbaum a babbling idiot and turned his back and ignored him,Los Angles
21173,645389,Conservative,0,During the hearing those in the eighth-floor courtroom could hear the muted shouts of street protesters including about  calling for the teen’s extradition alongside a handful there to support him,Chicago Tribune
55236,612627,Conservative,0,When Rittenhouse went to Kenosha in August  a nationwide reckoning over police violence and racial injustice had zeroed in on the lakefront city,Houston Chronicle
94044,973082,Liberal,1,When McMichael described the encounter Wednesday he said that after he and his father pursued Arbery in a pickup truck hed parked his vehicle and saw Arbery coming in their direction,CNN
17855,579867,Liberal,1,Assuming Mr Arbery makes it through the night alive a stretch by even the most imaginative he draws the same judge that Kyle Rittenhouse has,NY Times
66385,940317,Liberal,1,Gregory McMichael investigators testified said he initiated the pursuit that led to the shooting after seeing Arbery speedily run by McMichaels home and he believed Arbery matched the description of someone whod been recorded at the construction site in the past,CNN
75609,514341,Liberal,1,But ties between Black and White residents in Glynn County generally dont often go deeper than cordiality said Perry calling it a lack of intimacy,CNN
66385,317739,Liberal,1,Jackson said during a lunch press briefing the weeping was prompted by Cooper-Jones seeing a photograph of her son in court,CNN
89329,874797,Liberal,1,Rittenhouse who faces a misdemeanor charge of possession of a dangerous weapon by a person under  in addition to homicide charges testified that he did nothing wrong and was defending himself when he fired his rifle,Los Angles
68970,383289,Liberal,1,In actuality she said the men acted on gossip and rumors and had no immediate knowledge Arbery had committed a crime which is required to claim a citizens arrest,CNN
17586,121148,Conservative,0,MSNBC issued a statement to CNN’s Brian Stelter saying the freelance journalist never intended to contact or photograph the jurors,Chicago Tribune
27494,874815,Liberal,1,In  he brought a gun to a high school basketball game Rod Ellis the police chief of Glynn County Schools testified in May,CNN
55133,612675,Liberal,1,If Arbery committed a crime Dunikoski said it was criminal trespass or maybe prowling or loitering all misdemeanors -- none meeting the prerequisite for citizens arrest,CNN
31886,710985,Liberal,1,The judge said he will allow this evidence because its relevant how dangerous Rittenhouse may have perceived the men to be — even though the defense has not suggested that Rittenhouse knew they were engaged in these crimes at the time he shot them,Washington post
43802,809293,Liberal,1,On Monday Dunikoski introduced the issue of Arberys skin color The men attacked Arbery she argued because he was a Black man running down the street,Los Angles
31865,940365,Liberal,1,Researchers found that firearm killings in Florida jumped significantly — as much as  percent among adolescents — after stand-your-ground took effect stoking fears the policy was emboldening people and escalating fights,Washington post
18065,186710,Liberal,1,Hoffman global public health Charles Lane foreign affairs national security international economics Heather Long economics Molly Roberts technology and society and Stephen Stromberg elections the White House Congress legal affairs energy the environment health care,Washington post
75948,874839,Conservative,0,Wearing a blue suit and navy tie Rittenhouse seemed confident and relaxed at the start of his testimony as he answered perfunctory questions about his education and participation in police cadet programs,Chicago Tribune
23199,514392,Liberal,1,And he hasn’t had his day in court said Justin Blake tears welling in his eyes as an icy wind rose off the nearby lakefront,Washington post
88684,383323,Liberal,1,That was the defendants’ justification for trying to make a citizens’ arrest under a state law dating to  when Whites in Georgia were preoccupied with capturing runaway slaves,Washington post
71336,186715,Conservative,0,Most jurors stopped taking notes as they leaned toward the screens to watch recordings that have been played millions of times around the world,Chicago Tribune
60689,678241,Liberal,1,Among many watching with horror from across the country and the world the slaying of Arbery conjured up the brand of brutal violence that was long associated with the American South of generations past replete with lynchings and repressive Jim Crow laws,Los Angles
